Level,Region,Dataset,Kind,Period,18/19,19/20,20/21,21/22,22/23,23/24,24/25,25/26,26/27
state,AM,Hidratado Saidas Distrib,flow,Nov (1),1960,1279,0,335,0,1533,780.0,597,
state,AM,Hidratado Saidas Distrib,flow,Nov (2),1108,948,89,89,540,1004,823.0,370,
state,AM,Hidratado Saidas Distrib,flow,Dec (1),342,1226,398,30,0,945,801.0,79,
state,AM,Hidratado Saidas Distrib,flow,Dec (2),0,0,30,213,0,662,393.0,50,
state,AM,Hidratado Saidas Distrib,flow,Jan (1),0,0,59,59,30,503,69.0,0,
state,AM,Hidratado Saidas Distrib,flow,Jan (2),0,490,210,31,0,514,60.0,1981,
state,AM,Hidratado Saidas Distrib,flow,Feb (1),0,826,89,0,0,503,0.0,1749,
state,AM,Hidratado Saidas Distrib,flow,Feb (2),0,429,617,60,92,0,0.0,981,
state,AM,Hidratado Saidas Distrib,flow,Mar (1),0,425,1162,30,689,0,0.0,97,
state,AM,Hidratado Saidas Distrib,flow,Mar (2),0,537,90,1988,30,0,0.0,258,
state,AM,Hidratado Saidas M.Ext,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas M.Ext,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas M.Ext,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Apr (1),0,0,15,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas Outras,flow,Apr (2),0,0,1,0,0,79,0.0,0,0.0
state,AM,Hidratado Saidas Outras,flow,May (1),0,0,0,10,0,0,0.0,0,0.0
state,AM,Hidratado Saidas Outras,flow,May (2),0,0,0,0,23,10,0.0,0,24.0
state,AM,Hidratado Saidas Outras,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,AM,Hidratado Saidas Outras,flow,Jun (2),0,0,0,5,0,0,0.0,0,27.0
state,AM,Hidratado Saidas Outras,flow,Jul (1),0,0,0,11,0,0,0.0,0,0.0
state,AM,Hidratado Saidas Outras,flow,Jul (2),0,0,0,0,0,10,0.0,0,0.0
state,AM,Hidratado Saidas Outras,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Aug (2),0,8,0,0,0,10,25.0,0,
state,AM,Hidratado Saidas Outras,flow,Sep (1),0,0,0,0,10,20,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Sep (2),4,0,0,29,0,10,89.0,24,
state,AM,Hidratado Saidas Outras,flow,Oct (1),0,8,20,0,0,0,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Oct (2),0,10,0,20,1,10,24.0,20,
state,AM,Hidratado Saidas Outras,flow,Nov (1),0,0,0,0,0,0,20.0,0,
state,AM,Hidratado Saidas Outras,flow,Nov (2),0,20,10,0,10,20,24.0,44,
state,AM,Hidratado Saidas Outras,flow,Dec (1),1,37,17,0,10,10,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Jan (1),0,0,8,10,0,10,0.0,24,
state,AM,Hidratado Saidas Outras,flow,Jan (2),0,0,1,0,0,10,28.0,15,
state,AM,Hidratado Saidas Outras,flow,Feb (1),0,0,0,0,0,25,0.0,20,
state,AM,Hidratado Saidas Outras,flow,Feb (2),0,0,0,0,0,23,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Mar (1),0,0,0,10,0,0,0.0,0,
state,AM,Hidratado Saidas Outras,flow,Mar (2),0,0,0,0,30,0,0.0,0,
state,BA,Acucar,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,BA,Acucar,flow,Apr (2),0,0,0,0,0,0,2112.0,0,0.0
state,BA,Acucar,flow,May (1),0,0,6535,0,0,0,9218.0,0,0.0
state,BA,Acucar,flow,May (2),0,12048,8603,0,0,0,9806.0,0,1204.0
state,BA,Acucar,flow,Jun (1),0,-12048,7174,18742,3421,0,8704.0,1617,4202.0
state,BA,Acucar,flow,Jun (2),16808,19566,10853,0,17219,37503,6862.0,7466,0.0
state,BA,Acucar,flow,Jul (1),0,0,10754,15992,0,0,3006.0,7022,0.0
state,BA,Acucar,flow,Jul (2),6666,0,13377,10287,8533,0,0.0,6191,0.0
state,BA,Acucar,flow,Aug (1),0,0,13270,0,0,0,0.0,5766,
state,BA,Acucar,flow,Aug (2),0,0,14097,18332,0,0,0.0,1014,
state,BA,Acucar,flow,Sep (1),0,0,13453,0,0,-433,0.0,7304,
state,BA,Acucar,flow,Sep (2),0,0,8944,33519,0,69310,0.0,4120,
state,BA,Acucar,flow,Oct (1),0,0,11726,0,0,10480,2270.0,12817,
state,BA,Acucar,flow,Oct (2),0,85640,12076,11450,10152,0,12573.0,13171,
state,BA,Acucar,flow,Nov (1),0,0,1716,7506,48197,0,45917.0,7835,
state,BA,Acucar,flow,Nov (2),38534,13422,0,0,0,0,0.0,12549,
state,BA,Acucar,flow,Dec (1),0,0,0,4566,0,0,0.0,0,
state,BA,Acucar,flow,Dec (2),0,0,0,9255,0,0,0.0,0,
state,BA,Acucar,flow,Jan (1),0,0,0,0,0,0,8555.0,33229,
state,BA,Acucar,flow,Jan (2),46026,0,1585,0,0,11117,19461.0,0,
state,BA,Acucar,flow,Feb (1),0,0,0,0,0,17349,0.0,0,
state,BA,Acucar,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,BA,Acucar,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,BA,Acucar,flow,Mar (2),0,0,0,0,4,0,0.0,24052,
state,BA,Anidro Entradas,flow,Apr (1),0,2239,121,1608,637,1762,128.0,24,20.0
state,BA,Anidro Entradas,flow,Apr (2),0,45,0,0,0,0,42.0,0,0.0
state,BA,Anidro Entradas,flow,May (1),0,0,90,0,107,0,0.0,0,0.0
state,BA,Anidro Entradas,flow,May (2),66,310,0,0,152,0,0.0,0,0.0
state,BA,Anidro Entradas,flow,Jun (1),0,-310,0,45,0,0,0.0,0,14.0
state,BA,Anidro Entradas,flow,Jun (2),40,0,0,194,0,9,0.0,211,25.0
state,BA,Anidro Entradas,flow,Jul (1),0,310,0,0,35,0,206.0,0,0.0
state,BA,Anidro Entradas,flow,Jul (2),42,0,0,44,0,0,0.0,0,123.0
state,BA,Anidro Entradas,flow,Aug (1),0,0,41,0,0,0,0.0,0,
state,BA,Anidro Entradas,flow,Aug (2),131,0,0,0,42,0,47.0,0,
state,BA,Anidro Entradas,flow,Sep (1),0,0,61,0,0,0,0.0,0,
state,BA,Anidro Entradas,flow,Sep (2),0,0,0,0,0,45,0.0,25,
state,BA,Anidro Entradas,flow,Oct (1),0,0,0,42,42,0,72.0,212,
state,BA,Anidro Entradas,flow,Oct (2),0,0,354,0,0,0,0.0,372,
state,BA,Anidro Entradas,flow,Nov (1),42,0,457,0,50,62,0.0,0,
state,BA,Anidro Entradas,flow,Nov (2),0,0,0,0,0,0,0.0,1,
state,BA,Anidro Entradas,flow,Dec (1),0,0,0,0,420,0,0.0,0,
state,BA,Anidro Entradas,flow,Dec (2),0,0,0,0,249,0,0.0,0,
state,BA,Anidro Entradas,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Entradas,flow,Jan (2),57,0,985,0,0,0,1137.0,0,
state,BA,Anidro Entradas,flow,Feb (1),0,0,0,0,0,7767,0.0,0,
state,BA,Anidro Entradas,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Entradas,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Entradas,flow,Mar (2),0,0,0,0,0,0,0.0,62,
state,BA,Anidro Estoque E.Disp,stock,Apr (1),0,509,51,1028,0,567,0.0,587,18.0
state,BA,Anidro Estoque E.Disp,stock,Apr (2),168,344,136,969,795,536,679.0,17,4967.0
state,BA,Anidro Estoque E.Disp,stock,May (1),209,278,485,611,747,527,2669.0,186,3258.0
state,BA,Anidro Estoque E.Disp,stock,May (2),822,718,2314,664,859,1257,2044.0,1543,4869.0
state,BA,Anidro Estoque E.Disp,stock,Jun (1),807,350,3139,1175,1882,473,2068.0,1519,787.0
state,BA,Anidro Estoque E.Disp,stock,Jun (2),1882,1030,4376,1089,2036,2813,5422.0,2454,4307.0
state,BA,Anidro Estoque E.Disp,stock,Jul (1),2681,143,3604,2275,1884,4916,6288.0,2981,3431.0
state,BA,Anidro Estoque E.Disp,stock,Jul (2),4857,514,4374,3577,5774,5294,5855.0,2620,1362.0
state,BA,Anidro Estoque E.Disp,stock,Aug (1),4718,263,4280,5220,7014,7829,5573.0,1676,
state,BA,Anidro Estoque E.Disp,stock,Aug (2),4719,1065,3687,5842,8896,8345,6201.0,2396,
state,BA,Anidro Estoque E.Disp,stock,Sep (1),5961,1356,4618,8626,11633,3667,7538.0,1605,
state,BA,Anidro Estoque E.Disp,stock,Sep (2),5815,2037,6680,7083,9109,9879,6922.0,1973,
state,BA,Anidro Estoque E.Disp,stock,Oct (1),5717,3162,7856,5736,6915,10240,7096.0,1973,
state,BA,Anidro Estoque E.Disp,stock,Oct (2),4749,10989,11024,4524,7934,12200,6273.0,3042,
state,BA,Anidro Estoque E.Disp,stock,Nov (1),5788,10580,11882,8584,13978,12520,4805.0,5420,
state,BA,Anidro Estoque E.Disp,stock,Nov (2),7280,13392,10898,11814,12169,11832,5608.0,5101,
state,BA,Anidro Estoque E.Disp,stock,Dec (1),6535,11134,14036,12120,14928,11767,7370.0,1901,
state,BA,Anidro Estoque E.Disp,stock,Dec (2),5785,8381,13206,8771,13521,11017,6332.0,1965,
state,BA,Anidro Estoque E.Disp,stock,Jan (1),5425,6199,12305,7058,7314,9872,7661.0,1822,
state,BA,Anidro Estoque E.Disp,stock,Jan (2),5347,4591,6744,3620,5738,6432,6691.0,1803,
state,BA,Anidro Estoque E.Disp,stock,Feb (1),4987,2785,6341,3271,5034,4251,6112.0,1797,
state,BA,Anidro Estoque E.Disp,stock,Feb (2),4765,2724,5775,3109,3636,515,5205.0,1775,
state,BA,Anidro Estoque E.Disp,stock,Mar (1),4587,2033,3675,2882,3282,511,3224.0,1689,
state,BA,Anidro Estoque E.Disp,stock,Mar (2),2549,121,1802,637,1771,128,235.0,453,
state,BA,Anidro Estoque E.Fisico,stock,Apr (1),0,509,89,1461,637,567,128.0,611,18.0
state,BA,Anidro Estoque E.Fisico,stock,Apr (2),168,344,174,969,795,536,717.0,41,4967.0
state,BA,Anidro Estoque E.Fisico,stock,May (1),209,278,496,611,854,527,2669.0,186,3258.0
state,BA,Anidro Estoque E.Fisico,stock,May (2),888,1028,2325,664,859,1257,2044.0,1543,4869.0
state,BA,Anidro Estoque E.Fisico,stock,Jun (1),873,350,3150,1175,1882,473,2068.0,1519,787.0
state,BA,Anidro Estoque E.Fisico,stock,Jun (2),1882,1030,4387,1089,2036,2813,5422.0,2454,4307.0
state,BA,Anidro Estoque E.Fisico,stock,Jul (1),2681,901,3604,2275,1884,4916,6288.0,2981,3431.0
state,BA,Anidro Estoque E.Fisico,stock,Jul (2),4857,1272,4374,3577,6286,5294,5855.0,2620,1362.0
state,BA,Anidro Estoque E.Fisico,stock,Aug (1),4718,1021,4280,5220,7526,7829,5573.0,1676,
state,BA,Anidro Estoque E.Fisico,stock,Aug (2),4719,1823,3687,5842,8896,8345,6201.0,2396,
state,BA,Anidro Estoque E.Fisico,stock,Sep (1),5961,2114,4618,8626,11633,3667,7538.0,1605,
state,BA,Anidro Estoque E.Fisico,stock,Sep (2),5815,2795,6680,7083,9109,9879,6922.0,1973,
state,BA,Anidro Estoque E.Fisico,stock,Oct (1),5717,3920,7856,5736,6915,10240,7096.0,1973,
state,BA,Anidro Estoque E.Fisico,stock,Oct (2),4759,10989,11024,4524,7934,12200,6273.0,3042,
state,BA,Anidro Estoque E.Fisico,stock,Nov (1),5788,10580,11882,8584,13978,12520,4805.0,5420,
state,BA,Anidro Estoque E.Fisico,stock,Nov (2),9157,13389,10898,11814,12169,11832,5608.0,5101,
state,BA,Anidro Estoque E.Fisico,stock,Dec (1),8412,11131,14036,12120,14928,11767,7370.0,1901,
state,BA,Anidro Estoque E.Fisico,stock,Dec (2),7658,8381,13206,8771,13521,11017,6332.0,1965,
state,BA,Anidro Estoque E.Fisico,stock,Jan (1),7302,6199,12305,7058,7314,9872,7661.0,1822,
state,BA,Anidro Estoque E.Fisico,stock,Jan (2),9640,4591,6744,3620,5738,6432,6691.0,1803,
state,BA,Anidro Estoque E.Fisico,stock,Feb (1),9280,2785,6341,3271,5034,4251,6112.0,1797,
state,BA,Anidro Estoque E.Fisico,stock,Feb (2),9058,2724,5775,3109,3636,515,5205.0,1775,
state,BA,Anidro Estoque E.Fisico,stock,Mar (1),7110,2033,3675,2727,3282,511,3224.0,1689,
state,BA,Anidro Estoque E.Fisico,stock,Mar (2),2549,121,1802,744,1771,128,235.0,453,
state,BA,Anidro Producao,flow,Apr (1),0,0,50,969,0,733,0.0,992,0.0
state,BA,Anidro Producao,flow,Apr (2),772,96,2352,2066,452,1386,778.0,1654,7807.0
state,BA,Anidro Producao,flow,May (1),1535,1518,3492,1420,2005,3433,3355.0,2544,6914.0
state,BA,Anidro Producao,flow,May (2),1532,3218,5566,2488,4093,9292,3158.0,2883,8194.0
state,BA,Anidro Producao,flow,Jun (1),2464,2972,6682,10826,6915,6202,5552.0,4192,6441.0
state,BA,Anidro Producao,flow,Jun (2),6641,6250,7782,3591,6951,23614,6713.0,7718,22531.0
state,BA,Anidro Producao,flow,Jul (1),3695,3059,8278,16530,6092,9811,5767.0,6604,18940.0
state,BA,Anidro Producao,flow,Jul (2),7123,3812,8686,13111,15945,6029,2498.0,6678,15178.0
state,BA,Anidro Producao,flow,Aug (1),3390,2653,7987,7694,7854,5066,2009.0,5272,
state,BA,Anidro Producao,flow,Aug (2),5689,3741,7603,13116,10084,7700,4384.0,8230,
state,BA,Anidro Producao,flow,Sep (1),5165,3244,8882,4962,11015,7436,6347.0,9183,
state,BA,Anidro Producao,flow,Sep (2),3805,4236,11879,15115,6886,28968,4389.0,8720,
state,BA,Anidro Producao,flow,Oct (1),3101,3811,9556,4475,7463,12049,11491.0,14400,
state,BA,Anidro Producao,flow,Oct (2),2932,36657,10701,7804,12383,6265,9277.0,8184,
state,BA,Anidro Producao,flow,Nov (1),4242,532,6281,6596,25175,5432,10981.0,6981,
state,BA,Anidro Producao,flow,Nov (2),12168,7582,3765,3885,3826,3523,3265.0,6673,
state,BA,Anidro Producao,flow,Dec (1),1810,0,5748,2969,4810,2440,3564.0,1973,
state,BA,Anidro Producao,flow,Dec (2),205,0,65,3385,399,0,1553.0,1182,
state,BA,Anidro Producao,flow,Jan (1),0,0,0,0,0,0,2083.0,15342,
state,BA,Anidro Producao,flow,Jan (2),13941,0,1667,0,0,2634,7999.0,0,
state,BA,Anidro Producao,flow,Feb (1),0,0,0,0,0,2948,0.0,0,
state,BA,Anidro Producao,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Producao,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Producao,flow,Mar (2),0,0,0,197,0,0,0.0,17015,
state,BA,Anidro Saidas Distrib,flow,Apr (1),0,1202,0,1111,0,1901,0.0,396,0.0
state,BA,Anidro Saidas Distrib,flow,Apr (2),565,259,2251,2451,255,1397,129.0,2210,1595.0
state,BA,Anidro Saidas Distrib,flow,May (1),1482,1579,3240,1777,2009,3396,1357.0,2382,8439.0
state,BA,Anidro Saidas Distrib,flow,May (2),901,2596,3677,2433,4229,8494,3751.0,1500,6512.0
state,BA,Anidro Saidas Distrib,flow,Jun (1),2039,3144,5831,10317,5858,6918,5471.0,4127,10478.0
state,BA,Anidro Saidas Distrib,flow,Jun (2),5647,5526,6515,3668,6773,21226,3306.0,6918,18789.0
state,BA,Anidro Saidas Distrib,flow,Jul (1),2895,3481,9047,15299,6264,7631,5058.0,6016,19747.0
state,BA,Anidro Saidas Distrib,flow,Jul (2),4981,3423,7887,11818,11504,5601,2880.0,6979,17111.0
state,BA,Anidro Saidas Distrib,flow,Aug (1),3498,2889,8083,6012,6562,2473,2259.0,6159,
state,BA,Anidro Saidas Distrib,flow,Aug (2),5706,2913,8156,12452,8688,7120,3742.0,7412,
state,BA,Anidro Saidas Distrib,flow,Sep (1),3886,2925,7983,2147,8136,12068,4948.0,9842,
state,BA,Anidro Saidas Distrib,flow,Sep (2),3911,3521,9778,16606,9347,22733,4938.0,8288,
state,BA,Anidro Saidas Distrib,flow,Oct (1),3153,2655,8335,5824,9591,11598,11293.0,14501,
state,BA,Anidro Saidas Distrib,flow,Oct (2),3865,29465,7821,8964,11283,4256,10066.0,7422,
state,BA,Anidro Saidas Distrib,flow,Nov (1),3235,931,5854,2500,19049,5119,12425.0,4557,
state,BA,Anidro Saidas Distrib,flow,Nov (2),8777,4737,4708,638,5597,4160,2429.0,6908,
state,BA,Anidro Saidas Distrib,flow,Dec (1),2554,2217,2570,2657,2433,2465,1762.0,5144,
state,BA,Anidro Saidas Distrib,flow,Dec (2),943,2689,890,6234,2031,747,2558.0,1037,
state,BA,Anidro Saidas Distrib,flow,Jan (1),355,2118,898,1712,6112,1131,750.0,14810,
state,BA,Anidro Saidas Distrib,flow,Jan (2),11457,1557,8102,3053,1556,5479,9955.0,0,
state,BA,Anidro Saidas Distrib,flow,Feb (1),346,1758,402,348,698,12871,576.0,6,
state,BA,Anidro Saidas Distrib,flow,Feb (2),213,60,47,123,1389,3730,894.0,0,
state,BA,Anidro Saidas Distrib,flow,Mar (1),1916,678,2072,213,342,0,1914.0,86,
state,BA,Anidro Saidas Distrib,flow,Mar (2),4484,1894,1816,2101,1849,206,2357.0,18201,
state,BA,Anidro Saidas M.Ext,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,BA,Anidro Saidas M.Ext,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas M.Ext,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,BA,Anidro Saidas Outras,flow,Apr (1),0,528,82,5,0,27,0.0,9,2.0
state,BA,Anidro Saidas Outras,flow,Apr (2),39,47,16,107,39,20,102.0,14,1263.0
state,BA,Anidro Saidas Outras,flow,May (1),12,5,20,1,44,46,46.0,17,184.0
state,BA,Anidro Saidas Outras,flow,May (2),18,182,60,2,11,68,32.0,26,71.0
state,BA,Anidro Saidas Outras,flow,Jun (1),440,196,26,43,34,68,57.0,89,59.0
state,BA,Anidro Saidas Outras,flow,Jun (2),25,44,30,203,24,57,53.0,76,247.0
state,BA,Anidro Saidas Outras,flow,Jul (1),1,17,14,45,15,77,49.0,61,69.0
state,BA,Anidro Saidas Outras,flow,Jul (2),8,18,29,35,39,50,51.0,60,259.0
state,BA,Anidro Saidas Outras,flow,Aug (1),31,15,39,39,52,58,32.0,57,
state,BA,Anidro Saidas Outras,flow,Aug (2),113,26,40,42,68,64,61.0,98,
state,BA,Anidro Saidas Outras,flow,Sep (1),37,28,29,31,142,46,62.0,132,
state,BA,Anidro Saidas Outras,flow,Sep (2),40,34,39,52,63,68,67.0,89,
state,BA,Anidro Saidas Outras,flow,Oct (1),46,31,45,40,108,90,96.0,111,
state,BA,Anidro Saidas Outras,flow,Oct (2),25,123,66,52,81,49,34.0,65,
state,BA,Anidro Saidas Outras,flow,Nov (1),20,10,26,36,132,55,24.0,46,
state,BA,Anidro Saidas Outras,flow,Nov (2),22,36,41,17,38,51,33.0,85,
state,BA,Anidro Saidas Outras,flow,Dec (1),1,41,40,6,38,40,40.0,29,
state,BA,Anidro Saidas Outras,flow,Dec (2),16,61,5,500,24,3,33.0,81,
state,BA,Anidro Saidas Outras,flow,Jan (1),1,64,3,1,95,14,4.0,675,
state,BA,Anidro Saidas Outras,flow,Jan (2),203,51,111,385,20,595,151.0,19,
state,BA,Anidro Saidas Outras,flow,Feb (1),14,48,1,1,6,25,3.0,0,
state,BA,Anidro Saidas Outras,flow,Feb (2),9,1,519,39,9,6,13.0,22,
state,BA,Anidro Saidas Outras,flow,Mar (1),32,13,28,169,12,4,67.0,0,
state,BA,Anidro Saidas Outras,flow,Mar (2),77,401,61,79,189,198,650.0,112,
state,BA,Cana,flow,Apr (1),19159,38960,975,182530,0,83121,0.0,96573,0.0
state,BA,Cana,flow,Apr (2),64838,121028,82443,141547,51917,81099,163897.0,119987,147742.0
state,BA,Cana,flow,May (1),71859,143109,217240,150193,97237,141414,269489.0,119200,166386.0
state,BA,Cana,flow,May (2),166932,432170,280773,191639,174560,437856,323048.0,139704,194996.0
state,BA,Cana,flow,Jun (1),133622,-147461,279953,420907,323733,270968,315226.0,224117,232827.0
state,BA,Cana,flow,Jun (2),461907,563797,299076,189351,448993,856747,328673.0,405216,233002.0
state,BA,Cana,flow,Jul (1),152494,176451,322311,583947,232188,290134,328406.0,379957,207348.0
state,BA,Cana,flow,Jul (2),295757,183931,347633,384202,580315,228351,206013.0,353859,209660.0
state,BA,Cana,flow,Aug (1),163843,159798,321343,189913,234355,180552,161297.0,224852,
state,BA,Cana,flow,Aug (2),178846,198069,363894,465102,225051,295179,205174.0,391650,
state,BA,Cana,flow,Sep (1),172389,189907,336369,131117,217858,324265,614003.0,337396,
state,BA,Cana,flow,Sep (2),159610,181933,347940,636898,213998,1130189,178086.0,291912,
state,BA,Cana,flow,Oct (1),150491,180244,342340,158833,233814,491257,632556.0,476197,
state,BA,Cana,flow,Oct (2),97422,1450828,339228,283259,475689,243748,350886.0,300261,
state,BA,Cana,flow,Nov (1),140700,19959,167558,204120,911794,197950,142385.0,290312,
state,BA,Cana,flow,Nov (2),556145,212246,123350,120204,112334,170346,191320.0,323444,
state,BA,Cana,flow,Dec (1),59055,0,178467,83173,98528,79580,180682.0,165942,
state,BA,Cana,flow,Dec (2),9103,0,32045,137116,25313,6759,75354.0,56146,
state,BA,Cana,flow,Jan (1),0,0,0,0,0,0,142258.0,542737,
state,BA,Cana,flow,Jan (2),688726,0,75452,0,0,157682,369114.0,0,
state,BA,Cana,flow,Feb (1),0,0,0,0,0,72077,6052.0,0,
state,BA,Cana,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,BA,Cana,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,BA,Cana,flow,Mar (2),0,0,1481,125985,0,0,1111482.0,516673,
state,BA,Etanol Total,flow,Apr (1),1079,2505,50,13204,0,6162,0.0,6379,0.0
state,BA,Etanol Total,flow,Apr (2),4699,8325,5439,10981,3433,6453,7371.0,8541,63639.0
state,BA,Etanol Total,flow,May (1),5171,10368,11517,11763,7544,11098,12939.0,9541,31692.0
state,BA,Etanol Total,flow,May (2),11091,24356,15782,15617,14119,33324,15569.0,10917,33636.0
state,BA,Etanol Total,flow,Jun (1),9511,-2613,16358,20217,23215,21428,16470.0,15462,34463.0
state,BA,Etanol Total,flow,Jun (2),22208,29466,16658,16144,25029,38214,17595.0,20192,36810.0
state,BA,Etanol Total,flow,Jul (1),11697,13321,18488,38393,19939,24590,19823.0,23835,36264.0
state,BA,Etanol Total,flow,Jul (2),18962,13796,19659,27025,36466,18618,16969.0,23769,37630.0
state,BA,Etanol Total,flow,Aug (1),13506,12002,17498,16985,21665,15193,12534.0,13914,
state,BA,Etanol Total,flow,Aug (2),15172,16195,20734,28320,20721,25373,17060.0,33126,
state,BA,Etanol Total,flow,Sep (1),15126,15724,19953,11542,19724,27476,46229.0,22330,
state,BA,Etanol Total,flow,Sep (2),14541,15070,24493,41353,20044,41881,15479.0,22874,
state,BA,Etanol Total,flow,Oct (1),14179,14723,22997,14771,22039,35398,55029.0,34019,
state,BA,Etanol Total,flow,Oct (2),8813,64710,21172,16482,29082,22702,21501.0,17107,
